Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID
CLM12788279,14-01-2023,65943,Denied,Half draw board personal just truth world.,,POL86778558
CLM39847691,18-05-2021,67168,Approved,Husband article his compare official beat purpose.,10-06-2021,POL77005000
CLM18529797,10-10-2023,14563,Approved,Another bring system program.,,POL13287986
CLM87929208,17-05-2022,94823,Denied,Himself maintain think tend thank my owner.,,POL96221318
CLM71639348,23-02-2023,73276,Approved,Site himself possible.,20-04-2023,POL16238853
CLM86911328,24-05-2022,67305,Approved,Daughter effect institution simply option.,,POL45492411
CLM63285748,05-05-2020,92975,Denied,Serious she court second.,,POL18952128
CLM34760915,13-12-2023,65947,Approved,Nor another get event.,01-03-2024,POL79694527
CLM38090803,31-01-2020,54392,Denied,Stuff senior way natural decade most partner.,,POL83094866
CLM11000258,11-06-2024,35610,Denied,Area sure ball be tough.,17-08-2024,POL75796752
CLM38718349,20-05-2023,65488,Denied,Reveal push measure.,21-06-2023,POL43678761
CLM96228210,04-04-2023,65361,Denied,Today nation value hold home like late.,16-06-2023,POL40620647
CLM29967736,22-07-2021,13397,Denied,Herself tonight free drop never.,,POL34826521
CLM18673281,22-03-2020,2779,Approved,Act hand civil.,08-06-2020,POL90750748
CLM60534815,27-01-2020,80721,Approved,Stop a issue leg music any.,06-04-2020,POL06413142
CLM50419232,16-07-2022,3053,Denied,Hotel across tell.,15-09-2022,POL30306030
CLM23789129,24-02-2024,46035,Pending,Though likely know.,12-04-2024,POL10285665
CLM49038028,29-12-2022,12216,Approved,Together light opportunity go along including street enjoy.,,POL24523489
CLM91261678,26-12-2021,43547,Denied,Long those source require character subject.,,POL75124979
CLM47111033,02-09-2021,42969,Pending,Sometimes though health point group about least community.,16-10-2021,POL07383816
CLM93207324,31-01-2023,74553,Approved,Up travel available table.,,POL79306031
CLM07375787,20-02-2024,49771,Approved,Serious child successful individual risk power prove.,19-04-2024,POL84123482
CLM63763979,13-05-2020,94026,Approved,Street possible feeling hundred enough world.,04-08-2020,POL06079689
CLM11120063,21-02-2023,21490,Denied,Conference stage rule necessary.,,POL53289086
CLM70862391,31-10-2021,4728,Approved,Manager history sport experience.,15-12-2021,POL41393239
CLM93454692,01-09-2023,45083,Denied,Manager memory something care community.,,POL25507617
CLM48358692,02-05-2020,86181,Denied,Direction professor animal tree his buy mission.,07-07-2020,POL10009883
CLM42587358,18-11-2022,52749,Approved,Old son really four race out skin.,16-02-2023,POL82251135
CLM68926796,29-06-2020,19097,Approved,Answer rate miss decide center fish condition.,,POL27799003
CLM52538396,04-02-2023,62367,Approved,Draw thought situation weight.,27-02-2023,POL22522651
CLM81385867,07-09-2021,21437,Pending,Sort off executive maintain seven alone picture.,06-12-2021,POL22950477
CLM86072665,26-05-2022,29424,Approved,Final big necessary color tell chance he.,03-08-2022,POL52508066
CLM05483521,19-03-2022,41061,Approved,Sport sense civil at.,,POL38108331
CLM30571804,21-05-2024,31522,Pending,Authority language wall out seek.,17-06-2024,POL83180602
CLM15578728,09-04-2024,70095,Denied,Other represent community maybe major these.,14-05-2024,POL85437892
CLM33537766,26-02-2021,8926,Denied,Yes treat environment network food unit federal.,,POL19720600
CLM15955912,20-05-2020,40008,Pending,Wide person skin national last necessary.,23-06-2020,POL37906683
CLM34870973,25-01-2020,66951,Pending,Situation much my society.,25-03-2020,POL29336617
CLM68969706,18-07-2022,56344,Approved,Practice attorney school him catch rather until western.,,POL44308362
CLM57306221,20-01-2021,65709,Approved,Our let professor fill interest lay.,12-03-2021,POL28573734
CLM66524193,17-12-2020,47801,Pending,Purpose top raise hit.,17-03-2021,POL66215442
CLM62044357,21-01-2024,15691,Pending,Increase analysis book.,31-03-2024,POL29207038
CLM30655720,20-07-2020,98185,Denied,Point radio mean enough himself large memory order.,22-09-2020,POL74295287
CLM92342523,17-05-2022,90582,Pending,Mr success nothing camera part adult.,12-07-2022,POL45378265
CLM07317564,19-05-2022,10594,Pending,Thus everyone partner.,,POL10148217
CLM55224820,02-11-2024,15565,Approved,East car who central condition finally find.,10-12-2024,POL96461175
CLM56357023,25-06-2021,30884,Pending,Responsibility turn fine friend produce when main conference.,10-07-2021,POL22858712
CLM53049874,29-06-2022,43699,Denied,Heart describe after rest admit prevent dog.,,POL02082012
CLM97960843,09-02-2020,37973,Denied,School number along red admit actually then senior.,,POL44229118
CLM85597628,04-08-2023,50775,Pending,Would dark together adult successful city activity.,,POL88770224
CLM38635443,25-01-2022,39233,Pending,Others color receive example kind upon.,13-03-2022,POL53804570
CLM95912348,21-05-2020,71530,Pending,Sometimes expert seek.,02-06-2020,POL77188684
CLM40758061,07-08-2023,27608,Pending,Early drop there inside.,25-10-2023,POL84758742
CLM13721888,27-04-2022,22528,Pending,Age expert modern foot sister project.,,POL98886602
CLM02733997,03-08-2024,91851,Denied,Sometimes two we.,,POL11826796
CLM87704755,30-11-2023,99736,Denied,Window leader stand but moment how.,,POL44866114
CLM38946040,02-01-2022,25385,Approved,Sort common little next fact focus analysis.,19-01-2022,POL51974701
CLM46376957,14-11-2022,56447,Approved,Language ten history part can west their.,,POL38068729
CLM15355657,27-04-2022,17107,Pending,By my general find interesting.,09-07-2022,POL99353162
CLM57569717,28-10-2020,3700,Denied,Provide future agency ground economic relationship.,,POL36469659
CLM62245559,28-08-2024,34365,Approved,Land PM six tell institution reveal.,22-10-2024,POL81088577
CLM84591186,15-07-2020,95483,Pending,Social picture talk perhaps about concern little.,16-09-2020,POL03458249
CLM53912317,14-05-2024,36082,Pending,Me sometimes particular similar summer.,25-06-2024,POL80243526
CLM01143228,28-01-2023,53753,Denied,Whatever move up.,,POL74198912
CLM95202017,08-02-2021,94094,Approved,Goal yet large off foot little.,,POL83922217
CLM64618516,20-11-2024,62397,Approved,Heavy college federal occur call.,12-02-2025,POL33528645
CLM52920932,16-08-2020,17644,Denied,Determine Mr bag the about.,,POL92999675
CLM17337707,30-03-2022,2066,Denied,Picture from anyone turn team bed address.,14-06-2022,POL23175808
CLM80421857,01-05-2020,36779,Pending,Especially sound gun discuss city.,03-07-2020,POL97704616
CLM78907976,22-12-2023,45555,Pending,Wait according with myself.,25-01-2024,POL19165656
CLM79612607,26-04-2022,31025,Pending,Others difficult individual about remember more describe.,20-05-2022,POL82403986
CLM20105617,18-09-2024,33462,Pending,Bill tough accept food anything design.,18-11-2024,POL73793836
CLM61608257,26-04-2023,69922,Approved,Want power identify take president.,23-06-2023,POL80263334
CLM30820738,22-06-2021,8430,Approved,Evidence vote store everyone thank TV personal.,25-08-2021,POL38108331
CLM97620072,23-01-2021,49029,Pending,Bring shake month.,,POL09884871
CLM43211046,30-10-2024,36069,Denied,Miss be two room friend include.,28-11-2024,POL21160213
CLM39378504,08-01-2022,84465,Pending,Green perform recognize discuss strategy personal recent.,09-03-2022,POL15402724
CLM91249145,12-05-2022,45653,Approved,Police defense beautiful.,07-06-2022,POL98472964
CLM60303520,03-05-2024,23861,Pending,Above dark others huge drop bit last.,23-07-2024,POL86878649
CLM46560814,19-03-2021,9038,Approved,Agreement rich yet probably through word.,06-05-2021,POL27188629
CLM12603194,16-07-2022,43391,Approved,Reflect picture than better.,06-08-2022,POL22122235
CLM83940877,21-09-2020,90496,Approved,Area leave and just different data.,04-11-2020,POL57602095
CLM52275066,28-03-2020,58590,Denied,Shake everybody son worry election against.,,POL33015134
CLM13465229,31-12-2019,26439,Approved,Theory director quality foreign.,,POL63517748
CLM34215739,25-01-2021,48863,Approved,Father interesting report such part pass use.,08-02-2021,POL80201508
CLM85174806,27-05-2020,62135,Approved,Role ten a guy note clearly involve.,24-08-2020,POL44986450
CLM19510743,13-04-2020,76610,Approved,Company six before security.,10-05-2020,POL52716316
CLM27882155,07-01-2021,54097,Approved,Still station can exactly beautiful.,,POL88358873
CLM23840340,27-09-2021,67973,Pending,Hand wind police cause TV.,22-12-2021,POL35373090
CLM02291766,20-04-2024,53173,Approved,Focus learn past night.,,POL99391697
CLM31856843,17-03-2021,66132,Denied,Wait moment assume.,,POL17108285
CLM72366649,01-08-2021,35932,Pending,Scene government book offer.,,POL91111316
CLM31267677,22-12-2022,56142,Approved,Cup always adult account key.,04-03-2023,POL82132627
CLM22395638,05-10-2020,89275,Denied,It kitchen force.,,POL75098865
CLM80308617,06-02-2023,85653,Pending,Structure difficult data yard respond foreign population.,28-04-2023,POL08589309
CLM64466891,23-04-2022,86128,Denied,Seem water pretty key maybe someone than.,11-07-2022,POL46926974
CLM63126960,03-02-2022,23962,Denied,Get full seek environmental because.,23-02-2022,POL86241971
CLM44882003,03-10-2020,73135,Pending,Along everything green effort small skill message describe.,06-11-2020,POL06415305
CLM39633854,19-02-2020,64046,Denied,Change together without ever.,03-04-2020,POL74728288
CLM89611695,06-03-2021,76705,Pending,Finally player tax adult one whose.,11-04-2021,POL97005943
CLM31587973,25-03-2022,43535,Approved,However then practice attention.,,POL77239759
CLM45332139,05-10-2023,37900,Pending,About ability evidence national nice each wish.,15-12-2023,POL87187767
CLM30899533,19-05-2024,41566,Denied,Fine owner send group buy.,10-06-2024,POL45114954
CLM75360154,20-09-2022,7678,Approved,Citizen mother high.,05-12-2022,POL92549260
CLM88253882,16-09-2022,54562,Approved,Wall child teach one serve campaign national.,04-10-2022,POL23964698
CLM64115888,29-06-2022,78079,Pending,Window impact somebody hair during religious.,14-09-2022,POL70872179
CLM21686321,23-10-2024,12817,Denied,Form there ready.,12-12-2024,POL19053430
CLM16526843,05-04-2022,10958,Denied,Owner year interesting certainly girl hear.,20-04-2022,POL23986344
CLM31217360,18-07-2021,41525,Denied,Anything look marriage loss ready.,21-08-2021,POL31990750
CLM83462151,20-02-2023,40113,Pending,Argue fall know blood figure kind.,09-03-2023,POL29305592
CLM22483080,14-05-2023,45259,Approved,Answer early happen class play open.,25-07-2023,POL20662516
CLM48266695,17-02-2020,87190,Denied,Would boy support strong rather boy choose discussion.,,POL87949298
CLM75076263,03-04-2024,86939,Denied,When commercial view miss much glass.,28-04-2024,POL79704196
CLM33764570,08-04-2020,60865,Denied,Piece keep start indeed full air.,14-06-2020,POL31924493
CLM71508431,03-11-2021,77144,Approved,What peace election protect enjoy.,24-12-2021,POL70586146
CLM78465232,18-04-2022,25161,Approved,Military discuss start choice.,25-06-2022,POL46591798
CLM77992044,02-01-2020,39853,Approved,Treat major wind us lot.,03-02-2020,POL61660074
CLM63326790,31-10-2021,44158,Denied,Wall wonder one role area well.,02-12-2021,POL03710995
CLM99158654,15-11-2022,15983,Pending,Write couple risk cause environmental family.,05-02-2023,POL44829275
CLM10181534,23-08-2020,81841,Denied,Marriage major people.,02-11-2020,POL16231917
CLM94033101,30-06-2021,48082,Approved,Mrs us democratic still event shake.,28-09-2021,POL89559053
CLM52143614,15-02-2024,98064,Denied,Ball prove finish reason art amount.,27-04-2024,POL40740703
CLM42342962,04-01-2022,25245,Approved,Left state politics each force else.,19-02-2022,POL41060251
CLM36681308,20-10-2023,13726,Pending,Draw conference result three yes can.,,POL78449319
CLM83688699,20-12-2023,48728,Pending,Season not activity approach affect defense treatment.,31-01-2024,POL41171995
CLM88835225,11-01-2023,93918,Pending,Today difference far participant today structure bed current.,,POL45984534
CLM09397686,15-05-2024,38782,Approved,Reduce seat sign many he.,06-07-2024,POL74477795
CLM61394347,03-05-2024,43443,Approved,Suffer prove young hand.,02-06-2024,POL73143221
CLM32649379,01-10-2024,13276,Approved,Describe care human put.,23-11-2024,POL19323581
CLM43903966,16-03-2020,92801,Pending,Back only team recognize.,,POL50033315
CLM31445744,19-02-2021,60007,Pending,Goal beat thousand wall establish.,05-03-2021,POL39253825
CLM46513867,09-04-2022,34084,Pending,Tough low race indeed effect.,14-06-2022,POL41295564
CLM01417658,29-01-2024,97433,Denied,We sport increase his.,15-04-2024,POL96011634
CLM38117495,29-09-2021,64695,Pending,Evening green social.,06-11-2021,POL75206437
CLM96613635,31-08-2020,12597,Pending,Manager institution have price great risk she.,13-11-2020,POL27929198
CLM65738901,17-12-2020,13051,Pending,Just seek seem letter street impact.,13-02-2021,POL20801175
CLM00489377,20-07-2022,13791,Pending,Night here her computer point.,,POL88975946
CLM35160261,17-08-2023,85786,Pending,Move remain visit none risk.,02-09-2023,POL31482176
CLM05876977,02-04-2024,26173,Approved,Dog parent much occur minute.,,POL91232159
CLM56275171,20-09-2023,27388,Denied,Without offer phone benefit arm manager around.,27-10-2023,POL40270611
CLM04957515,27-10-2023,43954,Denied,Collection yet nation writer section ok.,,POL62455700
CLM99220454,21-02-2022,28312,Denied,Raise yes rise.,,POL81927332
CLM42816760,26-11-2022,88013,Pending,Red under would color learn.,31-12-2022,POL79694527
CLM93462112,06-06-2024,13354,Denied,Chance all later various.,31-07-2024,POL21697182
CLM04168533,13-02-2024,47895,Approved,Money future degree customer happy air.,,POL47517699
CLM40166855,01-12-2021,59809,Pending,Enjoy purpose camera memory.,12-12-2021,POL18546067
CLM89949845,02-01-2020,31950,Denied,Director buy term station.,13-01-2020,POL50060227
CLM41218271,21-05-2022,45703,Approved,Already take result blue Republican believe.,,POL53944841
CLM85898203,30-11-2020,26917,Pending,Worker throw military mission federal.,19-01-2021,POL41060024
CLM08818989,26-12-2023,81745,Pending,Win happy form image a consider finally.,31-01-2024,POL86921629
CLM10472194,24-01-2020,87790,Pending,Worker behind gun address up.,17-04-2020,POL65664761
CLM34250994,05-02-2022,13056,Denied,Despite major cost just red.,18-03-2022,POL40759511
CLM69390418,01-04-2024,36133,Denied,Line material sit might wait hotel establish account.,,POL35254218
CLM91917525,25-04-2024,68431,Approved,East fish second situation whether choose away.,22-06-2024,POL48634910
CLM51429392,07-09-2023,9398,Approved,Perhaps senior front draw million hear discussion career.,02-12-2023,POL43817285
CLM89805457,05-05-2024,87517,Pending,Table special some security.,,POL95455759
CLM25176626,19-01-2022,41815,Approved,Reduce successful dark news represent month professional black.,,POL40774086
CLM73299990,26-09-2020,89121,Denied,Pretty true participant program stay world.,16-12-2020,POL27188629
CLM74238024,10-03-2022,26895,Approved,Anyone common history after.,22-05-2022,POL11227831
CLM90358995,16-08-2021,12208,Approved,Notice little box foot chair.,06-09-2021,POL65991604
CLM06697367,24-09-2022,16449,Approved,Area body present successful meeting police industry window.,,POL22606184
CLM87495239,16-08-2023,17610,Denied,Image now score force.,,POL37180601
CLM44856896,21-11-2021,85575,Denied,Food page quickly yeah upon stop let between.,26-01-2022,POL62149179
CLM89988335,11-03-2024,65726,Pending,Church college may identify.,,POL28804957
CLM96384122,19-11-2022,66011,Approved,Decide both stand radio decide wonder.,06-12-2022,POL50109489
CLM18703027,16-08-2023,85981,Approved,Son list red student learn become.,13-10-2023,POL27569348
CLM12745255,25-04-2024,2652,Approved,Son member reduce probably few avoid president law.,,POL72255591
CLM41433665,13-10-2020,90014,Pending,Able family hundred important professor.,30-10-2020,POL69516845
CLM34599061,23-04-2020,51334,Pending,Treat recent plan security activity end cause history.,18-07-2020,POL65805829
CLM48171060,15-01-2023,5619,Approved,Make natural daughter home laugh agent writer.,,POL30144763
CLM77203605,20-06-2023,12682,Approved,Last high at fill statement.,,POL12021840
CLM83716008,26-06-2020,48639,Denied,Successful blood physical single almost.,,POL26162057
CLM24569793,29-06-2023,83570,Approved,Much especially after activity that type new.,,POL56799404
CLM79951850,30-03-2021,39450,Pending,Someone share teacher many.,23-05-2021,POL94687907
CLM65131837,21-12-2024,29956,Denied,Effect particular town environmental popular method.,,POL51620232
CLM97424455,17-07-2024,74491,Pending,Article black score production hundred.,07-09-2024,POL60396773
CLM00048719,23-01-2020,4606,Approved,Eat response style.,28-03-2020,POL91751592
CLM45268662,04-10-2022,83886,Pending,Month doctor movie current line site artist.,,POL47162094
CLM40816990,16-03-2020,44344,Denied,Nor page everyone interesting.,26-03-2020,POL92249528
CLM76467236,11-09-2022,34596,Approved,Design forward box possible half technology.,03-12-2022,POL79091785
CLM03957180,26-02-2024,77548,Denied,Impact look house relationship any great activity.,25-04-2024,POL52466157
CLM18703102,17-09-2020,63440,Pending,Hair we memory whom individual network sea.,05-11-2020,POL40235413
CLM74912941,08-05-2022,63158,Approved,Many produce feel affect arrive event listen democratic.,,POL96966394
CLM88213808,13-01-2021,32965,Approved,Candidate perform attorney down adult describe.,,POL51196030
CLM01804694,17-01-2024,83001,Pending,Line training PM south specific.,,POL21548187
CLM45253802,25-04-2022,77656,Denied,Lose than must often.,19-07-2022,POL29892884
CLM12291781,11-10-2020,91934,Approved,Society ten so center group write life.,06-01-2021,POL91121585
CLM29090540,26-09-2021,33624,Approved,Police move woman method market.,,POL56170272
CLM52647621,14-09-2023,36261,Approved,Front line its together.,10-12-2023,POL28055319
CLM18412944,03-03-2023,62369,Pending,Ever against traditional.,08-04-2023,POL61012482
CLM12058605,18-08-2020,30786,Denied,Present dinner indeed instead network point race.,26-09-2020,POL60442059
CLM96796246,20-06-2020,49023,Denied,Rise close page under.,25-08-2020,POL83997445
CLM88485198,08-02-2021,31856,Pending,Must standard professional choice.,24-02-2021,POL92889380
CLM89467038,23-02-2022,48321,Pending,Appear where phone pressure but single.,12-05-2022,POL65042207
CLM49223576,29-01-2023,28672,Pending,Election throw idea toward cover day.,13-03-2023,POL24735696
CLM43204485,27-02-2023,38041,Approved,Agreement wear drive.,,POL79654180
CLM38645525,27-12-2022,80945,Denied,Worker expect site public statement course.,,POL30621978
CLM52761789,19-02-2020,67355,Denied,Some miss at simple.,19-03-2020,POL62289648
CLM49698521,05-06-2023,60641,Pending,Than specific deal like religious outside participant.,30-08-2023,POL69437529
CLM81659295,22-03-2023,58910,Denied,Pay but city order.,07-05-2023,POL23193106
CLM23105963,27-01-2020,10640,Approved,Sometimes Republican again ball newspaper statement.,,POL03368809
CLM15763197,10-08-2021,64008,Pending,Method anything term star suffer reduce.,,POL33870558
CLM83169875,12-06-2020,93330,Pending,Ask want out push toward.,,POL01356668
CLM93860607,04-12-2022,4302,Approved,Court agreement employee its care.,20-02-2023,POL73302460
CLM01670688,10-02-2024,93205,Pending,Affect game source worry ok.,01-05-2024,POL29465290
CLM47325455,07-04-2024,64150,Approved,Deep stock its door every treatment.,26-04-2024,POL21119152
CLM42594221,29-03-2023,82846,Denied,Heart subject agree this music.,11-05-2023,POL77315241
CLM35665892,18-02-2021,95540,Approved,Small them company she poor financial.,01-03-2021,POL40092390
CLM58163260,15-11-2023,52786,Approved,Guess note billion include seat.,03-12-2023,POL51514265
CLM22563820,25-04-2024,18126,Denied,Be stop old everybody perform book minute skin.,,POL80364635
CLM63150265,07-05-2024,83979,Denied,Type then those dog sure positive term station.,,POL76536421
CLM05259904,22-07-2021,91075,Denied,Daughter role eye black table yeah.,26-09-2021,POL60143824
CLM37546325,30-04-2021,82071,Approved,Nothing author someone stand skill.,08-06-2021,POL95980834
CLM29606483,09-06-2024,89470,Denied,Particularly across reflect health.,19-06-2024,POL01239814
CLM65939189,03-08-2021,39568,Pending,Push project south animal edge program a.,13-08-2021,POL35831200
CLM30252438,21-01-2021,41212,Denied,Nothing perhaps field.,26-02-2021,POL64095916
CLM65089206,02-09-2021,88394,Pending,Language remember low food.,16-11-2021,POL28573734
CLM46065865,28-10-2023,80485,Pending,Describe particular window tonight among product.,,POL60705643
CLM25190153,15-06-2023,34564,Approved,They left know admit southern now become.,18-08-2023,POL77268137
CLM01734171,16-03-2024,74962,Denied,Explain care he person.,20-04-2024,POL63897899
CLM28554964,03-05-2024,46304,Pending,Support few attorney guy.,,POL18760277
CLM95427247,18-01-2021,85513,Approved,Investment can week other interest alone early.,,POL75089142
CLM41253460,13-12-2023,5791,Approved,Explain measure organization the wrong we.,13-02-2024,POL32797362
CLM80537934,13-08-2023,8911,Pending,Must I after wife continue.,17-10-2023,POL26638176
CLM70488848,01-07-2021,78141,Denied,Suffer north later time dinner firm opportunity.,13-08-2021,POL98320101
CLM03180030,18-11-2021,51570,Denied,Significant war challenge protect research strategy.,24-01-2022,POL93648130
CLM69563865,31-08-2020,96788,Pending,Believe present art box phone enough.,13-10-2020,POL61605343
CLM08139726,25-05-2024,97305,Approved,Appear community agency run cover against.,,POL10236705
CLM60880379,29-12-2023,54711,Approved,Tonight home adult Republican successful star foreign.,13-03-2024,POL89484652
CLM47229522,05-01-2023,74320,Denied,Spend technology pull top fall strong them.,17-01-2023,POL69697487
CLM27844141,29-05-2021,20264,Denied,Score your however simply.,15-07-2021,POL49133977
CLM13408652,03-03-2024,66113,Pending,Position spring officer.,29-04-2024,POL03728537
CLM50523013,25-11-2020,38694,Pending,Beautiful sea could only ten able voice.,16-12-2020,POL48522495
CLM62124762,21-01-2023,63880,Denied,May outside nice nature course write.,24-03-2023,POL17461415
CLM13513863,16-02-2023,25445,Pending,Generation because often question against share certainly.,,POL38638977
CLM12889433,07-02-2023,56536,Approved,Pull entire pull impact carry hand study.,07-05-2023,POL36528332
CLM83778270,14-09-2020,74780,Denied,Government break economic itself detail.,,POL15788896
CLM84688841,02-05-2024,8568,Approved,Company quality evening country break live.,,POL27396272
CLM32044867,15-03-2021,50215,Approved,Performance police go effort international.,,POL75362203
CLM33753283,01-02-2024,10918,Pending,With cut idea understand establish.,,POL52918990
CLM10157392,16-05-2021,61745,Denied,Western worry capital five minute phone.,,POL83051800
CLM97513140,16-08-2024,53668,Denied,Write ground they.,08-09-2024,POL68885619
CLM58341422,20-12-2020,6154,Pending,Serious account year.,29-01-2021,POL41657581
CLM70497355,26-10-2023,46255,Denied,Civil walk Congress important would material person even.,15-11-2023,POL75052846
CLM94532906,17-10-2024,93259,Denied,Nor however since.,01-12-2024,POL85593752
CLM50901917,31-07-2020,74618,Approved,Four office receive growth themselves.,21-08-2020,POL81559306
CLM83492434,30-12-2020,74799,Approved,Stand child old reflect.,22-01-2021,POL80129143
CLM90098808,19-06-2021,26154,Denied,Recently both raise top understand.,24-07-2021,POL22950477
CLM46582815,11-07-2024,56052,Pending,Difference his act themselves.,10-09-2024,POL21956809
CLM98555624,16-11-2024,25916,Approved,Sport agreement PM same occur performance.,21-01-2025,POL06555482
CLM36019649,05-06-2024,9393,Pending,Program power career event.,13-08-2024,POL50481637
CLM57455409,22-09-2024,42111,Approved,Protect involve develop lot affect.,,POL14385172
CLM30732423,30-04-2021,83592,Pending,Participant buy tree your however politics.,15-06-2021,POL60396773
CLM77229643,29-08-2022,45908,Approved,Head several have TV politics resource kid.,,POL70483793
CLM88015389,09-02-2024,34719,Approved,Opportunity American difficult read area.,,POL25050325
CLM71540878,08-10-2022,84836,Pending,Of environment ten others.,09-11-2022,POL44808829
CLM83468358,24-11-2021,60990,Denied,Collection plan particular student military child.,01-02-2022,POL72999115
CLM40441292,13-02-2024,77908,Denied,Within play try follow trip spring.,,POL38588789
CLM49705893,19-04-2024,9796,Pending,Because court same produce brother animal.,,POL29802186
CLM41935769,10-04-2024,46261,Pending,Cut work billion difficult arm.,,POL82889617
CLM88194208,14-10-2020,39669,Denied,You gun box federal else toward.,,POL65038532
CLM14529540,03-05-2020,19760,Denied,Property set court technology word.,11-06-2020,POL58715038
CLM65690094,13-01-2020,88222,Pending,Seven month responsibility beautiful left father well police.,,POL67279435
CLM42696140,03-06-2022,33606,Approved,Cup century certain may have.,,POL69697487
CLM22512566,13-12-2020,9513,Pending,Many tend item easy still.,07-02-2021,POL52900081
CLM07695825,18-11-2023,45854,Approved,Score really catch involve long agency allow not.,10-02-2024,POL30813545
CLM37003045,11-08-2021,33518,Approved,Seem kid simply station certainly minute avoid.,01-09-2021,POL55586584
CLM38753900,27-02-2022,57069,Denied,So ready example direction.,,POL68032532
CLM88398002,15-10-2020,20184,Approved,Remember lose conference friend door maybe safe.,,POL09053359
CLM14885328,30-08-2022,39504,Pending,Fire focus hair example.,13-10-2022,POL26556756
CLM39330682,21-10-2024,33694,Denied,You wish event market.,,POL43986389
CLM29153956,30-05-2023,90306,Approved,Worry issue return finally course pass.,13-07-2023,POL12056494
CLM80535425,04-07-2022,23334,Denied,Market buy indeed quality little.,17-09-2022,POL46517848
CLM57334153,28-09-2024,29523,Pending,Check prove remember smile out movement show.,26-10-2024,POL05204154
CLM40468810,07-01-2024,20510,Denied,Staff if daughter citizen she role.,,POL01616706
CLM05512286,19-11-2024,22177,Approved,Near energy my should ok officer pay should.,,POL71689457
CLM95311912,11-01-2021,12439,Pending,Themselves democratic movie discuss.,31-03-2021,POL24807912
CLM67981116,15-08-2020,1434,Denied,Professor officer early institution again girl ok military.,,POL07362298
CLM96325818,14-11-2020,59508,Approved,Structure business heart song now.,27-01-2021,POL94782191
CLM35779464,31-07-2020,72828,Pending,Church sound month couple over.,15-10-2020,POL14234564
CLM29855511,24-02-2022,66701,Pending,Service gun war finish production eight top than.,,POL38205564
CLM17664581,06-01-2023,30480,Approved,News month admit role true simply.,,POL09615361
CLM38705257,10-08-2024,54673,Denied,Food drive manager compare stay.,12-10-2024,POL12104163
CLM57085451,22-05-2023,67849,Denied,Place young clear everyone.,14-08-2023,POL61963636
CLM87582037,29-01-2024,98724,Pending,Mouth three time.,,POL86559672
CLM47152786,10-06-2023,3253,Pending,Mr begin help.,,POL61786939
CLM22313342,07-04-2023,38664,Pending,Always wait fall my.,08-05-2023,POL85051035
CLM18154714,03-02-2022,35562,Pending,Meeting social economy everything operation realize blue.,,POL62890808
CLM89956156,01-10-2023,41387,Denied,Those lose range police cost.,01-11-2023,POL65656910
CLM86498747,12-09-2024,32257,Pending,Cost century unit not.,07-11-2024,POL04317062
CLM18296934,12-11-2023,11086,Denied,Improve effort raise party.,25-11-2023,POL32733098
CLM82610822,28-10-2022,91569,Approved,Performance own everybody rise.,,POL23048183
CLM31978097,12-01-2023,72028,Pending,Responsibility media just everyone all radio.,,POL85051035
CLM86133134,09-01-2023,11990,Pending,Table edge popular learn color goal animal behavior.,15-03-2023,POL67267899
CLM86288684,05-11-2021,82509,Approved,But material computer gas green hold past.,23-12-2021,POL47233053
CLM71168405,06-08-2024,90707,Approved,Prevent detail major create health still.,15-10-2024,POL60240212
CLM19780589,13-03-2021,20760,Pending,Have scientist speak upon hot like.,,POL83650350
CLM90147499,22-09-2021,13353,Denied,Give impact east policy.,11-10-2021,POL49450017
CLM29195026,22-05-2020,72047,Denied,Seat any structure agreement bit budget teach adult.,,POL12886983
CLM04118231,05-01-2021,70481,Pending,Reveal believe probably goal defense business.,,POL95333136
CLM63720343,10-09-2020,93761,Approved,Area whole guess grow.,,POL71149711
CLM55819654,07-05-2024,15845,Denied,Easy land there these music other Congress.,27-05-2024,POL55398785
CLM96790969,01-04-2023,43292,Approved,Present family face fast capital.,04-06-2023,POL17133126
CLM23416457,01-10-2023,12726,Approved,Far fear certainly behind either soldier.,,POL43969785
CLM32397071,25-10-2021,77320,Approved,Western usually investment performance paper rate information hard.,30-12-2021,POL98618330
CLM29537061,09-02-2023,46721,Approved,Drop across forward color.,,POL27507809
CLM88814123,20-01-2022,29898,Pending,Management up finally fast wait address.,01-04-2022,POL72474540
CLM61108362,18-03-2023,58401,Denied,Avoid trip then receive hard project whom.,10-04-2023,POL72509442
CLM61731120,24-04-2024,65211,Denied,Single PM short end lot hope ok hope.,18-06-2024,POL71010293
CLM13903605,28-01-2024,18090,Denied,After shake check believe.,,POL89758388
CLM10969591,11-09-2021,17222,Denied,Already try simple imagine bed.,05-12-2021,POL25170126
CLM51540375,05-10-2024,14273,Pending,Investment result step dinner glass size any magazine.,17-11-2024,POL47675445
CLM49722113,07-03-2023,58295,Approved,Just soon anyone training play Democrat.,20-04-2023,POL62185307
CLM12032244,17-03-2021,79003,Denied,Sit from various movement source check imagine single.,,POL03315797
CLM64532954,29-11-2020,59106,Denied,Model include capital need citizen rather green.,28-12-2020,POL73294320
CLM72768879,14-01-2024,77540,Denied,Nation hospital blood.,19-03-2024,POL00366536
CLM15866203,19-01-2023,90788,Approved,Door stay scientist charge if into method.,,POL71400772
